title,link,snippet,displayLink
aishwaryanr/awesome-generative-ai-guide: A one stop ... - GitHub,https://github.com/aishwaryanr/awesome-generative-ai-guide,"Feb 28, 2025 ... Automated evaluations show continued benefits of test-time compute, improving hypothesis quality. While general purpose, we focus development and validation in ...",github.com
AI-in-Health/MedLLMsPracticalGuide: [Nature Reviews ... - GitHub,https://github.com/AI-in-Health/MedLLMsPracticalGuide,"Apr 8, 2025 ... ... Generative Large Language Model for Medical Research and Healthcare. paper; [Arxiv, 2023] Guidelines: A high-quality collection of clinical practice ...",github.com
Thinklab-SJTU/Awesome-LLM4AD: A curated list of ... - GitHub,https://github.com/Thinklab-SJTU/Awesome-LLM4AD,"Sep 16, 2024 ... Quality of Generation: Frechet Inception Distance(FID), Frechet Video ... Keywords: human-AI interaction, driver model, agent, generative AI, large language model ...",github.com
GeminiLight/awesome-ai-llm4education: Awesome artificial ... - GitHub,https://github.com/GeminiLight/awesome-ai-llm4education,"Jun 15, 2024 ... ... Large Language Model and Retrieval-Augmented Generation. Chenxi Dong ... DeepQR: Neural-based Quality Ratings for Learnersourced Multiple-Choice Questions.",github.com
Zhen-Tan-dmml/LLM4Annotation - GitHub,https://github.com/Zhen-Tan-dmml/LLM4Annotation,"Dec 9, 2024 ... ... Large Language Model based Agent via Environment and Task Generation. ... Retrieval: High-Quality and Scalable Dataset Annotation through Large Language Models.",github.com
FinRobot: An Open-Source AI Agent Platform for Financial Analysis ...,https://github.com/AI4Finance-Foundation/FinRobot,"Mar 1, 2024 ... Quality Assurance: check word counts. 3. Trade Strategist Agent with ... XAgent (7.8k stars) is an open-source experimental Large Language Model (LLM) driven ...",github.com
Yuan-ManX/ai-game-devtools: Here we will keep track of ... - GitHub,https://github.com/Yuan-ManX/ai-game-devtools,"Apr 4, 2023 ... Sky-T1: Train your own O1 preview model within $450. LLM. Skywork, Skywork series models are pre-trained on 3.2TB of high-quality multilingual (mainly Chinese ...",github.com
Thinklab-SJTU/Awesome-LLM4EDA - GitHub,https://github.com/Thinklab-SJTU/Awesome-LLM4EDA,"Jan 9, 2024 ... Make Every Move Count: LLM-based High-Quality RTL Code Generation Using MCTS ... SynthAI: A Multi Agent Generative AI Framework for Automated Modular HLS Design ...",github.com
AGI-Edgerunners/LLM-Agents-Papers: A repo lists papers ... - GitHub,https://github.com/AGI-Edgerunners/LLM-Agents-Papers,"Feb 26, 2025 ... zjunlp/LLMAgentPapers: Must-read Papers on Large Language Model Agents. ... Quality Assurance through Multi-round QA | [paper] | [code]. [2024/12/11] A ...",github.com
iSEngLab/AwesomeLLM4SE: A Survey on Large ... - GitHub,https://github.com/iSEngLab/AwesomeLLM4SE,"Dec 31, 2023 ... ... Multiple Large Language Model Agents[2024-arXiv]; AutoComply ... Towards Automatically Addressing Self-Admitted Technical Debt: How Far Are We?",github.com
monologg/nlp-arxiv-daily: Automatically Update NLP ... - GitHub,https://github.com/monologg/nlp-arxiv-daily,"Mar 6, 2024 ... The Dual-Edged Sword of Technical Debt: Benefits and Issues Analyzed Through Developer Discussions ... Beyond Generative Artificial Intelligence: Roadmap for ...",github.com
Xnhyacinth/Awesome-LLM-Long-Context-Modeling: Must ... - GitHub,https://github.com/Xnhyacinth/Awesome-LLM-Long-Context-Modeling,"Apr 29, 2025 ... Contextual Compression in Retrieval-Augmented Generation for Large Language ... Technical Debt in In-Context Learning: Diminishing Efficiency in Long Context.",github.com
jim-schwoebel/awesome_ai_agents: A comprehensive list ... - GitHub,https://github.com/jim-schwoebel/awesome_ai_agents,"Jan 1, 2025 ... ... technical debt, code reviews, and migrations, while customizing to project ... large language models (LLMs) with retrieval-augmented generation (RAG…",github.com
slavakurilyak/awesome-ai-agents: Awesome list of 300+ ... - GitHub,https://github.com/slavakurilyak/awesome-ai-agents,"Apr 16, 2024 ... ... technical debt, code reviews, and migrations, while customizing to project ... XAgent is an open-source, experimental Large Language Model-driven autonomous agent ...",github.com
elicit/machine-learning-list: A curriculum for learning about ... - GitHub,https://github.com/elicit/machine-learning-list,"Apr 11, 2024 ... REALM: Retrieval-Augmented Language Model Pre-Training · Retrieval-Augmented ... Machine Learning: The High Interest Credit Card of Technical Debt. Tier 2.",github.com
jiangyanjie/Deep-Learning-Based-Software-Engineering - GitHub,https://github.com/jiangyanjie/deepLearningBasedSoftwareEngineeringPaper,"Sep 27, 2024 ... Retrieval-augmented generation for code summarization via hybrid GNN (ICLR, 2021) ... Technical Debt. Large language model ChatGPT versus small deep learning ...",github.com
AlexChalakov/awesome-generative-ai-companies: A ... - GitHub,https://github.com/AlexChalakov/awesome-generative-ai-companies,"Mar 30, 2023 ... $16 - 40MM. Codacy - An automated code review tool that helps developers save time in code reviews and manage technical debt.",github.com
Explore GitHub · GitHub,https://github.com/explore?imz_s=8cqk9egp2bgri0qd2rhs4v6760,"Aug 16, 2024 ... Codeac is an Automated Code Review Tool that monitors your technical debt. It helps you improve your code quality and teaches best practices to your ...",github.com
www-project-ai-security-and-privacy-guide/content/ai_exchange ...,https://github.com/OWASP/www-project-ai-security-and-privacy-guide/blob/main/content/ai_exchange/content/docs/ai_security_overview.md,"Apr 23, 2024 ... Note that an AI system can for example be a Large Language Model, a ... Manage your technical debt: Part of #DEVELOPMENT PROGRAM. Secure deployment.",github.com
codefuse-ai/Awesome-Code-LLM: [TMLR] A curated list of ... - GitHub,https://github.com/codefuse-ai/Awesome-Code-LLM,"Jan 11, 2025 ... ""Configuration Validation with Large Language Models"" [2023-10] [paper]. ""CloudEval-YAML: A Practical Benchmark for Cloud Configuration Generation"" [2023-11] [ ...",github.com
aishwaryanr/awesome-generative-ai-guide: A one stop ... - GitHub,https://github.com/aishwaryanr/awesome-generative-ai-guide,"Feb 28, 2025 ... While general purpose, we focus development and validation in three ... Large Language Model Guided Self-Debugging Code Generation, Automated code ...",github.com
Thinklab-SJTU/Awesome-LLM4AD: A curated list of ... - GitHub,https://github.com/Thinklab-SJTU/Awesome-LLM4AD,"Sep 16, 2024 ... Validation dataset contains 400 hours of driving data from runs not included ... Keywords: human-AI interaction, driver model, agent, generative AI, large ...",github.com
AGI-Edgerunners/LLM-Agents-Papers: A repo lists papers ... - GitHub,https://github.com/AGI-Edgerunners/LLM-Agents-Papers,"Feb 26, 2025 ... zjunlp/LLMAgentPapers: Must-read Papers on Large Language Model Agents. ... Validation in Cooperative Language Agents using Information Relevance and ...",github.com
Zhen-Tan-dmml/LLM4Annotation - GitHub,https://github.com/Zhen-Tan-dmml/LLM4Annotation,"Dec 9, 2024 ... AgentGen: Enhancing Planning Abilities for Large Language Model based Agent via Environment and Task Generation. ... A New Benchmark and Reverse Validation Method ...",github.com
tmgthb/Autonomous-Agents: Autonomous Agents (LLMs ... - GitHub,https://github.com/tmgthb/Autonomous-Agents,"Mar 22, 2025 ... ... Validation, and Transaction Guarantees for Multi-Agent LLM Planning. SagaLLM (Saga Language Learning Model): introduces Context Management-, Validation- and ...",github.com
FudanSELab/Agent4SE-Paper-List: Repository for the ... - GitHub,https://github.com/FudanSELab/Agent4SE-Paper-List,"Sep 4, 2024 ... [2024/11] ReAccept: Automated Co-evolution of Production and Test Code Based on Dynamic Validation and Large Language Models Chi et al. ... Large-Language-Model- ...",github.com
machuangtao/LLM-KG4QA: LLM-KG4QA: Large Language ... - GitHub,https://github.com/machuangtao/LLM-KG4QA,"Jan 8, 2025 ... KG-Driven Filtering and Validation, Link. 3, Mitigating Large Language Model Hallucinations via Autonomous Knowledge Graph-based Retrofitting, AAAI, 2024, KG ...",github.com
DSXiangLi/DecryptPrompt: 总结Prompt&LLM论文，开源 ... - GitHub,https://github.com/DSXiangLi/DecryptPrompt,"Feb 10, 2023 ... Automated Hypothesis Validation with Agentic Sequential Falsifications ... PlanRAG: A Plan-then-Retrieval Augmented Generation for Generative Large Language ...",github.com
IAAR-Shanghai/SurveyX: Academic Survey Paper ... - GitHub,https://github.com/IAAR-Shanghai/SurveyX,"Feb 22, 2025 ... ... large language model, LLM,natural language processing, model evaluation, AI ... Validation of a Machine Learning Prediction Model Integrating Perioperative Data ...",github.com
AI-in-Health/MedLLMsPracticalGuide: [Nature Reviews ... - GitHub,https://github.com/AI-in-Health/MedLLMsPracticalGuide,"Apr 8, 2025 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... [Arxiv, 2024] Medical Graph RAG: Towards Safe Medical Large Language Model ...",github.com
codefuse-ai/Awesome-Code-LLM: [TMLR] A curated list of ... - GitHub,https://github.com/codefuse-ai/Awesome-Code-LLM,"Jan 11, 2025 ... ... Code Review Comment Generation"" [2024-12] [paper]. ""Distilling Desired Comments for Enhanced Code Review with Large Language Models"" [2024-12] [paper]. ""Deep ...",github.com
aishwaryanr/awesome-generative-ai-guide: A one stop ... - GitHub,https://github.com/aishwaryanr/awesome-generative-ai-guide,"Feb 28, 2025 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... Large Language Model Guided Self-Debugging Code Generation, Automated ...",github.com
hyp1231/awesome-llm-powered-agent: Awesome things ... - GitHub,https://github.com/hyp1231/awesome-llm-powered-agent,"Feb 15, 2024 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... Large Language Model-based Artificial Intelligence Agents."" Pengyu ...",github.com
zjunlp/LLMAgentPapers: Must-read Papers on LLM Agents. - GitHub,https://github.com/zjunlp/LLMAgentPapers,"Jun 21, 2023 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... Wireless Multi-Agent Generative AI: From Connected Intelligence to ...",github.com
AGI-Edgerunners/LLM-Agents-Papers: A repo lists papers ... - GitHub,https://github.com/AGI-Edgerunners/LLM-Agents-Papers,"Feb 26, 2025 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... zjunlp/LLMAgentPapers: Must-read Papers on Large Language Model Agents.",github.com
git-disl/awesome-LLM-game-agent-papers: A Survey on ... - GitHub,https://github.com/git-disl/awesome-LLM-game-agent-papers,"Mar 27, 2025 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... Multi-Player Texas Hold'em via Large Language Model arXiv [paper] ...",github.com
GeminiLight/awesome-ai-llm4education: Awesome artificial ... - GitHub,https://github.com/GeminiLight/awesome-ai-llm4education,"Jun 15, 2024 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... Large Language Model and Retrieval-Augmented Generation. Chenxi Dong.",github.com
Zhen-Tan-dmml/LLM4Annotation - GitHub,https://github.com/Zhen-Tan-dmml/LLM4Annotation,"Dec 9, 2024 ... Distilling Desired Comments for Enhanced Code Review with Large Language Models. · Evaluating Large Language Models Against Human Annotators in Latent Content ...",github.com
Thinklab-SJTU/Awesome-LLM4AD: A curated list of ... - GitHub,https://github.com/Thinklab-SJTU/Awesome-LLM4AD,"Sep 16, 2024 ... Code Review. Manage code changes · Discussions. Collaborate outside of code · Code ... Keywords: human-AI interaction, driver model, agent, generative AI, large ...",github.com
